program_id,school_name,city,state,program_url,url_status,search_attempts,url_confidence,fact_sheet_url,search_query_used,scrape_notes,estimated_year,validation_status,rejection_reason,total_program_cost,data_year,tuition_per_year,fees_per_year,rediscovery_status,apta_program_url,outcomes_url,extracted_from_url,graduation_rate_pct,board_pass_rate_pct,employment_rate_pct,apta_landing_confirmed,program_length_months,extraction_notes,cost_basis,cost_components,tuition_instate,tuition_is_oos
242,Seton Hill University,,Pennsylvania,https://www.setonhill.edu/academics/degrees-programs/graduate-programs/physical-therapy-dpt/index.html,url_found,3,high,https://acapt.org/docs/default-source/default-document-library/doctor-of-physical-therapy-program-financial-fact-sheet-2020-2021.pdf?sfvrsn=46538fd8_2,Seton Hill University DPT financial fact sheet,,2020,confirmed_landing,"Page contains program overview and outcome data (graduation rate 98%, licensure exam pass rate 74%, employment rate 100%) but financial data (tuition, fees, total cost) is referenced only as a link to a PDF fact sheet that is not accessible in the provided content. To extract complete financial information, the linked 'Financial Fact Sheet (PDF)' would need to be accessed separately.",,2020-2021,,,,https://www.setonhill.edu/academics/degrees-programs/graduate-programs/physical-therapy-dpt/index.html,https://www.setonhill.edu/academics/degrees-programs/graduate-programs/physical-therapy-dpt/index.html,,,,,,36,len:subd/financial-aid-affordability/index.html,,,,
228,Slippery Rock University of Pennsylvania,,Pennsylvania,https://www.sru.edu/academics/colleges-and-departments/cohp/departments/physical-therapy,url_found,3,high,https://www.sru.edu/documents/academics/departments/physical-therapy/2025-DPT-Student-Financial-Fact-Sheet.pdf,Slippery Rock University of Pennsylvania DPT financial fact sheet,,2025,valid,,83470,2025,38448,7369,,https://www.sru.edu/academics/colleges-and-departments/cohp/departments/physical-therapy,https://www.sru.edu/academics/colleges-and-departments/cohp/departments/physical-therapy,,,,,,32,len:025-DPT-Student-Financial-Fact-Sheet.pdf,total,"In-state: $25,632+$26,166+$11,748+fees+$2,191",25632,yes
224,Temple University,,Pennsylvania,https://www.temple.edu/academics/degree-programs/physical-therapy-dpt-hp-phth-dpt,url_found,3,high,https://www.temple.edu/sites/www/files/images/2025-dpt-student-financial-fact-sheet%20final_Temple.pdf,Temple University DPT financial fact sheet,,2025,valid,,146244,2025,64311,1322,,https://www.temple.edu/academics/degree-programs/physical-therapy-dpt-hp-phth-dpt,https://www.temple.edu/academics/degree-programs/physical-therapy-dpt-hp-phth-dpt/dpt-accreditation-and-program-outcomes,,,,,,29,len:-financial-fact-sheet%20final_Temple.pdf,total,"In-state: $46,956+$54,180+$39,732; Out-of-state: $64,311+$74,205+$54,417",46956,yes
225,Thomas Jefferson University,,Pennsylvania,https://www.jefferson.edu/academics/colleges-schools-institutes/rehabilitation-sciences/departments/physical-therapy.html,url_found,3,high,https://www.jeffersonhealth.org/content/dam/health2021/documents/academic-programs/graduate-education/jmmr-orthopedic-residency-2024-2025-financial-fact-sheet.pdf,Thomas Jefferson University DPT financial fact sheet,,2021,confirmed_landing,"This is a landing/overview page for Thomas Jefferson University's DPT program, but it does not contain any financial data (tuition, fees, total cost) or outcome metrics (graduation rate, board pass rate, employment rate). The data appears to be on linked sub-pages.",42803,2026-2027,,,,https://www.jefferson.edu/academics/colleges-schools-institutes/rehabilitation-sciences/departments/physical-therapy.html,https://www.jefferson.edu/academics/colleges-schools-institutes/rehabilitation-sciences/departments/physical-therapy/overview/outcomes.html,,,,,,,len:iences/departments/physical-therapy.html+cost:subd-financial-aid/tuition-information.html,total,$8000 Year 1 tuition only,,
226,University of Pittsburgh,,Pennsylvania,https://www.shrs.pitt.edu/academics/pt/dpt/,url_found,3,high,https://www.shrs.pitt.edu/wp-content/uploads/Pitt-DPT-Financial-Fact-Sheet-2024.pdf,University of Pittsburgh DPT financial fact sheet,,2024,valid,,109649,2024,44400,1845,,https://www.shrs.pitt.edu/academics/pt/dpt/,https://www.shrs.pitt.edu/academics/pt/dpt/outcomes/,,,,,True,25,len+cost:s/Pitt-DPT-Financial-Fact-Sheet-2024.pdf,total,In-state: Y1 $44.4k + Y2 $44.4k + Y3 $14.8k,,
243,University of Pittsburgh - Expansion Program,,Pennsylvania,,url_found,3,high,https://www.shrs.pitt.edu/wp-content/uploads/Pitt-DPT-Financial-Fact-Sheet-2024.pdf,University of Pittsburgh - Expansion Program DPT financial fact sheet,,2024,valid,,109649,2024,44400,1845,,,,,,,,,25,cost+len:fact_sheet_stale,per_year,Year1: 44400+1845+797; Year2: 44400+1845+797; Year3: 14800+615+150,,
227,University of Scranton,,Pennsylvania,http://www.scranton.edu/academics/pcps/physicaltherapy/,url_found,3,high,,University of Scranton DPT financial fact sheet,,2022,confirmed_landing,"Page is a general overview/landing page for the University of Scranton DPT program. While it mentions program cost varies and references 'View Graduate Outcomes by the Numbers' and 'View the Program Cost' links, the actual financial data (tuition, fees, total cost) and specific outcome metrics (graduation rate %, board pass rate %, employment rate %) are not present on this page - they are on linked sub-pages.",,,,,,http://www.scranton.edu/academics/pcps/physicaltherapy/,https://www.scranton.edu/academics/pcps/physicaltherapy/programs/dpt/by-the-numbers.shtml,,,,,,36,"AUDIT_CLEARED: fact_sheet is UNLV 2022, not U Scranton",,,,
233,Widener University,,Pennsylvania,http://www.widener.edu/ipte,url_found,3,high,https://www.widener.edu/sites/default/files/2025-10/2025-Widener-dpt-student-financial-fact-sheet.pdf,Widener University DPT financial fact sheet,,2025,valid,,158608,2025,49200,380,,http://www.widener.edu/ipte,https://www.widener.edu/about/at-a-glance/accreditations,,,,,,33,len+cost:ner-dpt-student-financial-fact-sheet.pdf,per_year,"$49,200/yr (Yr1) + $45,600/yr (Yr2) + $43,200/yr (Yr3) + fees + health ins",,
299,University of Puerto Rico - Medical Sciences Campus,,Puerto Rico,https://rcm1.rcm.upr.edu/eps/physical-therapy/,url_found,3,high,https://rcm1.rcm.upr.edu/eps/wp-content/uploads/2025/01/2024-dpt-student-financial-fact-sheet.pdf,University of Puerto Rico - Medical Sciences Campus DPT financial fact sheet,,2025,valid,,6400,2019-2020,2370,1300,,https://rcm1.rcm.upr.edu/eps/physical-therapy/,https://eps.rcm.upr.edu/wp-content/uploads/sites/17/2022/09/PROGRAM-OUTCOMES-DATA-2022.docx,,,,,True,32,cost+len:apta_direct+cost:subads/2021/04/Tuition-Fees-and-Refunds.pdf|len:subads/2021/04/Tuition-Fee,total,Year 1-4 tuition + fees + expenses,,
244,University of Rhode Island,,Rhode Island,https://web.uri.edu/physical-therapy/,url_found,3,high,https://www3.uwsp.edu/health/Documents/DPT/FinancialFactSheet.pdf,University of Rhode Island DPT financial fact sheet,,,confirmed_landing,"Page is the correct school's DPT program landing page but does not contain the required financial or outcome data. While it mentions 'DPT Program Tuition & Fees' as a section header, no actual tuition, fees, total cost, graduation rate, board pass rate, or employment rate figures are provided on this page. The data appears to be on a linked sub-page.",111936,2025-2026,42436,,,https://web.uri.edu/physical-therapy/,https://web.uri.edu/physical-therapy/dptprogram/program-outcomes/,,,,,,30,len+cost:/physical-therapy+cost:suberapy/home/physical-therapy-school-costs|len:suberapy/home/physic,,,,
247,Anderson University,,South Carolina,https://andersonuniversity.edu/college-of-health-professions/doctorate-degree-offerings/the-school-of-physical-therapy/,url_found,3,high,https://andersonuniversity.edu/wp-content/uploads/2018/09/2021-2022-DPT-student-financial-fact-sheet.pdf,Anderson University DPT financial fact sheet,,2018,valid,,99375,2023-2024,33125,1400,,https://andersonuniversity.edu/college-of-health-professions/doctorate-degree-offerings/the-school-of-physical-therapy/,https://andersonuniversity.edu/college-of-health-professions/doctorate-degree-offerings/the-school-of-physical-therapy/,https://andersonuniversity.edu/college-of-health-professions/doctorate-degree-offerings/the-school-of-physical-therapy/,96.0,96.0,100.0,True,36,cost+len:apta_direct,per_credit,$795/cr x 125cr,,
248,Charleston Southern University,,South Carolina,https://www.charlestonsouthern.edu/academics/college-of-health-sciences/physical-therapy/,url_found,3,high,https://www.charlestonsouthern.edu/wp-content/uploads/2023-dpt-student-financial-fact-sheet.pdf,Charleston Southern University DPT financial fact sheet,,2023,valid,,127800,2025-2026,35300,75,,https://www.charlestonsouthern.edu/academics/college-of-health-sciences/physical-therapy/,https://www.charlestonsouthern.edu/academics/college-of-health-sciences/physical-therapy/program-outcomes/,,,,,True,36,len+cost:023-dpt-student-financial-fact-sheet.pdf,total,"$35,400 + $34,000 + $22,150",,
245,Medical University of South Carolina,,South Carolina,https://chp.musc.edu/academics/physical-therapy,url_found,3,high,,Medical University of South Carolina DPT financial fact sheet,,,confirmed_landing,"Page is from the correct school's DPT program but contains no financial data (tuition, fees, total cost) and limited outcome data. Only NPTE pass rate (98.5%) is mentioned, but no graduation rate, employment rate, or cost information is provided. Financial and complete outcome data would be found on linked sub-pages.",120089,2025-2026,36840,,,https://chp.musc.edu/academics/physical-therapy,https://chp.musc.edu/academics/physical-therapy/doctor-of-physical-therapy-programs/program-outcomes,,,98.5,,,35,cost+len:apta_direct+cost:sub2025-dpt-financial-fact-sheet-hybrid.pdf|len:sub2025-dpt-financial-fact,,,,
246,University of South Carolina - Columbia,,South Carolina,https://www.sc.edu/study/colleges_schools/public_health/study/areas_of_study/physical_therapy/index.php,url_found,3,high,https://www.vagelos.columbia.edu/education/academic-programs/programs-physical-therapy/doctor-physical-therapy/financial-fact-sheet,University of South Carolina - Columbia DPT financial fact sheet,,,confirmed_landing,"This is a general overview/landing page for the University of South Carolina DPT program. It contains program description, mission, and news but does not include any financial data (tuition, fees, total program cost) or outcome data (graduation rate, board pass rate, employment rate). These figures would likely be found on linked pages such as admissions, student finance, or outcomes pages.",221152,2024-2025,25714,,,https://www.sc.edu/study/colleges_schools/public_health/study/areas_of_study/physical_therapy/index.php,https://www.sc.edu/study/colleges_schools/public_health/study/areas_of_study/physical_therapy/pt_accreditation/index.php,,,,,,32,cost+len:apta_direct+cost:subaduate_applicants/tuition_fees/index.php|len:subaduate_applicants/tuiti,total,Year1:$54221+Year2:$53787+Year3:$45047,,
250,Augustana University,,South Dakota,https://www.augie.edu/AUDPT,url_found,3,high,https://www.augie.edu/sites/default/files/documents/2025-12/2025-dpt-student-financial-fact-sheet.pdf,Augustana University DPT financial fact sheet,,2025,valid,,110555,2025,51500,2000,,https://www.augie.edu/AUDPT,www.n/a.com,,,,,,24,len+cost:025-dpt-student-financial-fact-sheet.pdf,total,"$51,500/yr x 2yr + $2,000 fees x 2yr + $3,555 program costs",,
249,University of South Dakota,,South Dakota,https://www.usd.edu/health-sciences/physical-therapy,url_found,3,high,,University of South Dakota DPT financial fact sheet,,2023,confirmed_landing,"This is a landing/overview page for the University of South Dakota DPT program, but it does not contain financial or outcome data. No tuition, fees, total program cost, graduation rate, board pass rate, or employment rate information is provided on this page.",136324,2025-2026,45452,,,https://www.usd.edu/health-sciences/physical-therapy,https://www.usd.edu/Academics/Colleges-and-Schools/school-of-health-sciences/physical-therapy/Accreditation,,,,,,32,cost+len:apta_direct+cost:subl-Therapy/CAPTE-Financial-Fact-Sheet.pdf|len:subl-Therapy/CAPTE-Financi,,,,
255,Belmont University,,Tennessee,https://www.belmont.edu/health-sciences/graduate/doctorate-physical-therapy/index.html,url_found,3,high,https://marymount.edu/academics/wp-content/uploads/sites/3/2022/08/Marymount-University-Financial-Fact-Sheet-2021-2022.pdf,Belmont University DPT financial fact sheet,,2022,confirmed_landing,"This is the correct school's DPT program landing page, but it does not contain the requested financial data (tuition, fees, total program cost). While it does mention outcome metrics like 100% ultimate NPTE pass rate and 100% employment rate, the primary financial information is not present on this page. The page appears to link to separate 'Financial Fact Sheets' for residency programs, suggesting financial data is on linked sub-pages rather than this main program overview page.",,2025-2026,,,,https://www.belmont.edu/health-sciences/graduate/doctorate-physical-therapy/index.html,https://www.belmont.edu/health-sciences/graduate/doctorate-physical-therapy/outcomes.html,,,,,,36,len:sub/admissions/transfer/tuition-aid.html,,,,
254,East Tennessee State University,,Tennessee,https://www.etsu.edu/chs/rehabilitation/physical-therapy/,url_found,3,high,https://www.tnstate.edu/pt/2024-dpt-student-financial-fact-sheet%20-%20Copy.pdf,East Tennessee State University DPT financial fact sheet,,2024,valid,,155058,2024,49447,,,https://www.etsu.edu/chs/rehabilitation/physical-therapy/,https://www.etsu.edu/chs/rehabilitation/physical-therapy/,https://www.etsu.edu/chs/rehabilitation/physical-therapy/,98.7,91.585,100.0,,,len+cost:/chs/rehabilitation/physical-therapy+cost:subion/physical-therapy/admissions/cost.php|len:s,,,,
257,Lincoln Memorial University,,Tennessee,http://www.lmunet.edu/dpt,url_found,3,high,,Lincoln Memorial University DPT financial fact sheet,,2024,confirmed_landing,"This is the correct school's DPT program landing/overview page, but it contains no financial data (tuition, fees, total program cost) or outcome data (graduation rate, board pass rate, employment rate). Only general program information, accreditation status, and median PT salary information are provided.",,,,,,http://www.lmunet.edu/dpt,https://www.lmunet.edu/cmsh/dpt/student-outcomes,,,,,,36,"AUDIT_CLEARED: fact_sheet is Univ of Montana, not Lincoln Memorial",,,,
256,South College - Knoxville,,Tennessee,https://www.south.edu/program/doctor-of-physical-therapy-knoxville/,url_found,3,high,https://www.south.edu/wp-content/uploads/2024/08/2023-dpt-student-financial-fact-sheet32_a11y.pdf,South College - Knoxville DPT financial fact sheet,,2024,valid,,104591,2023-2024,47900,2130,,https://www.south.edu/program/doctor-of-physical-therapy-knoxville/,https://www.south.edu/program/doctor-of-physical-therapy-knoxville/,,,,,True,24,len+cost:-student-financial-fact-sheet32_a11y.pdf,total,"Yr1: $53,271 (tuition $47,900 + fees $1,980 + other $3,391); Yr2: $51,320 (tuition $47,900 + fees $2,280 + other $1,140)",,
252,Tennessee State University,,Tennessee,http://www.tnstate.edu/pt/,url_found,3,high,https://www.tnstate.edu/pt/2024-dpt-student-financial-fact-sheet%20-%20Copy.pdf,Tennessee State University DPT financial fact sheet,,2024,valid,,104076,2024-2025,34912,1872,,http://www.tnstate.edu/pt/,http://www.tnstate.edu/pt/dptoutcomes.aspx,,,,,True,35,len:dent-financial-fact-sheet%20-%20Copy.pdf,per_year,"OOS: $34,912/yr x 3yr + $1,872 fees x 3yr + $4,500 other",15393,yes
253,University of Tennessee Chattanooga,,Tennessee,http://www.utc.edu/physical-therapy/,url_found,3,high,https://health.utah.edu/documents/dpt-financial-fact-sheet,University of Tennessee Chattanooga DPT financial fact sheet,,,confirmed_landing,"Page is the correct school's DPT program landing/overview page but contains no financial data (tuition, fees, total program cost) or outcome metrics (graduation rate, board pass rate, employment rate). Data appears to be on linked sub-pages.",,,,,,http://www.utc.edu/physical-therapy/,https://www.utc.edu/physical-therapy/,,,,,,,cost+len:fact_sheet_stale,,,,
251,University of Tennessee Health Science Center,,Tennessee,https://www.uthsc.edu/health-professions/physical-therapy/index.php,url_found,3,high,https://www.umt.edu/physical-therapy/tuition-fees1/umpt-financial-fact-sheet-2024-2025.pdf,University of Tennessee Health Science Center DPT financial fact sheet,,2024,valid,,124400,2025,34536,,,https://www.uthsc.edu/health-professions/physical-therapy/index.php,http://www.uthsc.edu/health-professions/pt/index.php,https://www.uthsc.edu/health-professions/physical-therapy/index.php,98.0,90.0,100.0,,,len+cost:h-professions/physical-therapy/index.php+cost:subnts/dpt-student-financial-fact-sheet.pdf|l,,,,
267,Angelo State University,,Texas,https://www.angelo.edu/dept/physical_therapy/,url_found,3,high,https://www.angelo.edu/live/files/28742-doctor-of-physical-therapy-program-financial-fact,Angelo State University DPT financial fact sheet,,,valid,,64950,2025,16930,3504,,https://www.angelo.edu/dept/physical_therapy/,https://www.angelo.edu/dept/physical_therapy/student_outcomes.php,,,,,,33,len:-physical-therapy-program-financial-fact,per_year,OOS: $16930/$20774/$4829/$5826; In-state: $6170/$7594/$7831/$2136,6170,yes
263,Army - Baylor University,,Texas,https://military.robbins.baylor.edu/physical-therapy/physical-therapy-dpt,url_found,3,high,https://physicaltherapy.robbins.baylor.edu/sites/g/files/ecbvkj1266/files/2025-10/2025-dpt-student-financial-fact-sheet.pdf,Army - Baylor University DPT financial fact sheet,,2025,valid,,124345,2025,58500,300,,https://military.robbins.baylor.edu/physical-therapy/physical-therapy-dpt,https://military.robbins.baylor.edu/physical-therapy/physical-therapy-dpt/accreditation,,,,,,23,len+cost:025-dpt-student-financial-fact-sheet.pdf,total,"Year1: $64,750 + Year2: $59,595",,
275,Baylor University,,Texas,https://physicaltherapy.robbins.baylor.edu/dpt-program,url_found,3,high,https://physicaltherapy.robbins.baylor.edu/sites/g/files/ecbvkj1266/files/2025-10/2025-dpt-student-financial-fact-sheet.pdf,Baylor University DPT financial fact sheet,,2025,valid,,124345,2025,58500,300,,https://physicaltherapy.robbins.baylor.edu/dpt-program,https://physicaltherapy.robbins.baylor.edu/dpt-program/baylor-dpt-admissions-and-outcome-data,,,,,,,AUDIT_CLEARED: length=21mo wrong; Army-Baylor sheet only has 2yr data,per_year,"58,500/yr x 3yr + 300/yr x 3yr + 5,950 (yr1) + 795 (yr2-3)",,
265,Hardin-Simmons University,,Texas,https://www.hsutx.edu/academics/graduate-programs/doctorate-physical-therapy/,url_found,3,high,https://www.hsutx.edu/wp-content/uploads/2024/11/2024-2025-HSU-DPT-Financial-Fact-Sheet.pdf,Hardin-Simmons University DPT financial fact sheet,,2024,valid,,102414,2024-2025,39524,2138,,https://www.hsutx.edu/academics/graduate-programs/doctorate-physical-therapy/,https://www.hsutx.edu/academics/graduate-programs/doctorate-physical-therapy/,,,,,True,27,cost+len:fact_sheet_stale,total,"Yr1 $44,500 + Yr2 $42,300 + Yr3 $15,614",,
258,Texas State University,,Texas,http://www.health.txst.edu/pt,url_found,3,high,,Texas State University DPT financial fact sheet,,2024,confirmed_landing,"This is the correct school's DPT program landing/overview page, but it contains no financial data (tuition, fees, total cost) or outcome metrics (graduation rate, board pass rate, employment rate). The page is a general introduction to the program with navigation links and announcements.",,,,,,http://www.health.txst.edu/pt,https://www.health.txst.edu/pt/dpt-program.html,,,,,,36,len:sub/pt/admissions.html,,,,
259,Texas Tech University Health Sciences Center,,Texas,https://www.ttuhsc.edu/health-professions/doctor-of-physical-therapy/,url_found,3,high,https://www.ttuhsc.edu/health-professions/documents/doctor-physical-therapy/DPT_Financial-Fact-Sheet_2024.pdf,Texas Tech University Health Sciences Center DPT financial fact sheet,,2024,valid,,51483,2025,28092,4504,,https://www.ttuhsc.edu/health-professions/doctor-of-physical-therapy/,https://www.ttuhsc.edu/health-professions/doctor-of-physical-therapy/,https://www.ttuhsc.edu/health-professions/doctor-of-physical-therapy/,95.8,95.3,100.0,True,36,len+cost:h-professions/doctor-of-physical-therapy+cost:subrapy/DPT_Financial-Fact-Sheet_Fa2025.pdf|l,,,,
269,Texas Woman's University,,Texas,https://www.twu.edu/physical-therapy/,url_found,3,high,https://twu.edu/media/documents/irdm/Fact-Sheet_25FA-(1).pdf,Texas Woman's University DPT financial fact sheet,,,confirmed_landing,"This is a general overview/landing page for TWU's DPT program. While it mentions that accreditation information including graduation, licensure exam pass, and employment rates is available on the Accreditation page, the actual financial data (tuition, fees, total cost) and outcome metrics (graduation rate, board pass rate, employment rate) are not present on this page itself. Users would need to navigate to the linked Accreditation page or other sub-pages to find the specific data.",75216,2025,32123,,,https://www.twu.edu/physical-therapy/,https://twu.edu/physical-therapy/accreditation-and-student-outcomes/,,,,,,,len+cost:a/documents/irdm/Fact-Sheet_25FA-(1).pdf+cost:subal-fact-sheet-TWU-10-13-2025-Houston.pdf|l,,,,
260,Texas Woman's University - EXPANSION PROGRAM  in Houston,,Texas,,url_found,3,high,https://twu.edu/media/documents/physical-therapy/2025-dpt-student-financial-fact-sheet-TWU-10-13-2025-Houston.pdf,Texas Woman's University - EXPANSION PROGRAM  in Houston DPT financial fact sheet,,2025,valid,,51480,2025,15518,5095,,,,,,,,,33,len+cost:al-fact-sheet-TWU-10-13-2025-Houston.pdf,total,"Year1 $21,588 + Year2 $18,718 + Year3 $11,174 (in-state)",,
274,University of Mary Hardin-Baylor,,Texas,https://go.umhb.edu/graduate/physical-therapy/home,url_found,3,high,https://health.utah.edu/documents/dpt-financial-fact-sheet,University of Mary Hardin-Baylor DPT financial fact sheet,,,confirmed_landing,"This is the correct school's DPT program home/landing page, but it does not contain financial or outcome data. The page mentions 'Financial Fact Sheet' and 'Program Outcomes' as separate links but does not display the actual data on this page.",,,,,,https://go.umhb.edu/graduate/physical-therapy/home,https://go.umhb.edu/graduate/physical-therapy/entry-level-dpt-program,,,,,,28,len:sub/resources/financial-aid/home,,,,
270,University of North Texas Health Science Center - Fort  Worth,,Texas,https://www.unthsc.edu/school-of-health-professions/physical-therapy/,url_found,3,high,https://www.unthealth.edu/college-of-health-professions/physical-therapy/2025-dpt-student-financial-fact-sheet_Campus-Residential_1.docx,University of North Texas Health Science Center - Fort  Worth DPT financial fact sheet,,2025,valid,,73512,2024-2025,26640,,,https://www.unthsc.edu/school-of-health-professions/physical-therapy/,https://www.unthsc.edu/school-of-health-professions/physical-therapy/,https://www.unthsc.edu/school-of-health-professions/physical-therapy/,91.3,86.6,98.8,,33,len+cost:l-of-health-professions/physical-therapy,per_year,"TX: $22,176/yr x 3.3yr; Non-TX: $63,756/yr x 3.3yr",,
271,University of St Augustine for Health Sciences -  ONLINE FLEX EXPANSION PROGRAM in Austin,,Texas,,url_found,3,high,https://www.capteonline.org/globalassets/capte-docs/faculty-and-program-resources/2025-dpt-student-financial-fact-sheet.docx,University of St Augustine for Health Sciences -  ONLINE FLEX EXPANSION PROGRAM in Austin DPT financial fact sheet,,2025,fetch_failed,no_url,,,,,,,,,,,,,,cost+len:fact_sheet_stale,,,,
268,University of St Augustine for Health Sciences - Austin,,Texas,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,url_found,3,high,https://www.ahu.edu/sites/default/files/assets/2021-2022-dpt-student-financial-fact-sheet-1_completed.pdf,University of St Augustine for Health Sciences - Austin DPT financial fact sheet,,2021,confirmed_landing,"This is the correct school (University of St Augustine for Health Sciences) and correct program (DPT), but this page does not contain financial or outcome data. While there is a 'Tuition & Fees' link mentioned in the navigation menu, the actual financial information is not present on this page. No tuition, fees, total program cost, graduation rate, board pass rate, or employment rate data is provided. The page is a program overview with curriculum details and general program information.",127400,2021-2022,54600,,,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,,,,,,28,len+cost:ent-financial-fact-sheet-1_completed.pdf,per_year,54600/yr x 2.33yr,,
276,University of St. Augustine - Dallas,,Texas,,url_found,3,high,https://www.utsouthwestern.edu/education/school-of-health-professions/training/assets/2024-2025-Financial-Fact-Sheet-Nuero-PT-Residency.pdf,University of St. Augustine - Dallas DPT financial fact sheet,,2024,fetch_failed,no_url,647,2024-2025,,,,,,,,,,,,len:ancial-Fact-Sheet-Nuero-PT-Residency.pdf,total,Fees $70 + Curriculum $85 + Parking $492,,
261,University of Texas Health Science Center at San  Antonio,,Texas,,url_found,3,high,,University of Texas Health Science Center at San  Antonio DPT financial fact sheet,,2023,fetch_failed,no_url,,,,,,,,,,,,,36,"AUDIT_CLEARED: fact_sheet is Texas Tech HSC, not UT Health SA",,,,
262,University of Texas Medical Branch at Galveston,,Texas,https://www.utmb.edu/shp/phyt,url_found,3,high,https://www.utsouthwestern.edu/education/school-of-health-professions/training/assets/2024-2025-Financial-Fact-Sheet-Nuero-PT-Residency.pdf,University of Texas Medical Branch at Galveston DPT financial fact sheet,,2024,confirmed_landing,"This is a landing/overview page for the UTMB DPT program that contains no financial or outcome data. While it mentions 'Program Costs' and 'Review tuition and fee details' as a link, the actual tuition, fees, total cost, graduation rate, board pass rate, and employment rate are not provided on this page. Financial and outcome data appear to be on a linked sub-page.",,,,,,https://www.utmb.edu/shp/phyt,https://www.utmb.edu/shp/phyt/academics,,,,,,36,len:sub/shp/phyt/costs,,,,
272,University of Texas Medical Branch at Galveston -  BRIDGE PROGRAM FOR PTAS,,Texas,,url_found,3,high,https://www.utsouthwestern.edu/education/school-of-health-professions/training/assets/2024-2025-Financial-Fact-Sheet-Nuero-PT-Residency.pdf,University of Texas Medical Branch at Galveston -  BRIDGE PROGRAM FOR PTAS DPT financial fact sheet,,2024,fetch_failed,no_url,647,2024-2025,,,,,,,,,,,,len:ancial-Fact-Sheet-Nuero-PT-Residency.pdf,total,fees $70 + curriculum $85 + parking $492,,
277,University of Texas Medical Branch at Galveston -  Hybrid Expansion Program,,Texas,,url_found,3,high,https://www.utsouthwestern.edu/education/school-of-health-professions/training/assets/2024-2025-Financial-Fact-Sheet-Nuero-PT-Residency.pdf,University of Texas Medical Branch at Galveston -  Hybrid Expansion Program DPT financial fact sheet,,2024,fetch_failed,no_url,647,2024-2025,,,,,,,,,,,,len:ancial-Fact-Sheet-Nuero-PT-Residency.pdf,total,Fees $70 + Curriculum $85 + Parking $492,,
264,University of Texas Southwestern Medical Center,,Texas,http://www.utsouthwestern.edu/pt,url_found,3,high,https://www.utsouthwestern.edu/education/school-of-health-professions/training/assets/2024-2025-Financial-Fact-Sheet-Nuero-PT-Residency.pdf,University of Texas Southwestern Medical Center DPT financial fact sheet,,2024,confirmed_landing,"This is a general overview/landing page for the correct school's DPT program. While it contains some outcome data (Graduation Rate 100%, Licensure Pass Rate 96.7% first-time/100% ultimate, Employment Rate 100% for 2023-2024), the page references a separate 'Doctor of Physical Therapy Program Financial Fact Sheet' document but does not display the actual financial data (tuition, fees, total program cost). The financial information is on a linked sub-page, not on this page itself.",647,2024-2025,,,,http://www.utsouthwestern.edu/pt,http://www.utsouthwestern.edu/education/school-of-health-professions/programs/doctorate-programs/student-outcomes.html,,,,,,,len:ancial-Fact-Sheet-Nuero-PT-Residency.pdf,total,$70 fees + $85 curriculum + $492 parking,,no
266,University of Texas at El Paso,,Texas,https://www.utep.edu/chs/pt/,url_found,3,high,https://www.utep.edu/chs/pt/_Files/docs/2022-2023-dpt-student-financial-fact-sheet.pdf,University of Texas at El Paso DPT financial fact sheet,,2022,valid,,109896,2022-2023,15535,3178,,https://www.utep.edu/chs/pt/,https://www.utep.edu/chs/pt/about/graduate-outcomes.html,,,,,True,36,len:subagus-nerve-through-the-ear-may-help.html,total,"Year1: $22,568 + Year2: $19,773 + Year3: $15,555",,
273,University of the Incarnate Word,,Texas,https://rehab-sciences.uiw.edu/,url_found,3,high,,University of the Incarnate Word DPT financial fact sheet,,2023,confirmed_landing,"This is the correct school's DPT program landing/overview page, but it does not contain the specific financial data (tuition, fees, total program cost) requested. While it does include some outcome data (98% NPTE pass rate, 96% employment rate), the financial information is on a linked sub-page. The page states 'Learn More About the Doctor of Physical Therapy Program' indicating detailed information is elsewhere.",118130,,36260,,,https://rehab-sciences.uiw.edu/,https://rehab-sciences.uiw.edu/about-us/graduate-outcomes.html,,,,,,36,AUDIT_CLEARED: fact_sheet is UNLV; cost from APTA sub-page; no reliable cost anyway,,,,
279,Rocky Mountain University of Health Professions,,Utah,https://rm.edu/dpt/,url_found,3,high,https://rmu-pdfs.s3.amazonaws.com/financial-fact-sheets/2023-2024-dpt-student-financial-fact-sheet.pdf,Rocky Mountain University of Health Professions DPT financial fact sheet,,2023,valid,,125134,2023-2024,46534,,,https://rm.edu/dpt/,https://rm.edu/dpt/reports/,,,,,True,32,len+cost:024-dpt-student-financial-fact-sheet.pdf,total,"Year1 $50,754 + Year2 $48,086 + Year3 $26,294",,
